Time,air_temperature[unit:K]_0
2010-01-01 00:00:00Z,285.5296936035156
2010-01-02 00:00:00Z,287.1621398925781
2010-01-03 00:00:00Z,287.90972900390625
2010-01-04 00:00:00Z,287.6026916503906
2010-01-05 00:00:00Z,287.8194580078125
2010-01-06 00:00:00Z,287.49725341796875
2010-01-07 00:00:00Z,287.5417175292969
2010-01-08 00:00:00Z,286.94268798828125
2010-01-09 00:00:00Z,286.6549072265625
2010-01-10 00:00:00Z,287.9346923828125
2010-01-11 00:00:00Z,288.8067932128906
2010-01-12 00:00:00Z,287.9018859863281
2010-01-13 00:00:00Z,285.83013916015625
2010-01-14 00:00:00Z,286.9510498046875
2010-01-15 00:00:00Z,287.36175537109375
2010-01-16 00:00:00Z,287.07598876953125
2010-01-17 00:00:00Z,284.04412841796875
2010-01-18 00:00:00Z,282.98162841796875
2010-01-19 00:00:00Z,281.1483459472656
2010-01-20 00:00:00Z,280.4389343261719
2010-01-21 00:00:00Z,279.2986755371094
2010-01-22 00:00:00Z,279.5329895019531
2010-01-23 00:00:00Z,281.7356262207031
2010-01-24 00:00:00Z,281.8567199707031
2010-01-25 00:00:00Z,282.8658447265625
2010-01-26 00:00:00Z,284.08184814453125
2010-01-27 00:00:00Z,284.46356201171875
2010-01-28 00:00:00Z,286.18853759765625
2010-01-29 00:00:00Z,285.7630310058594
2010-01-30 00:00:00Z,284.87322998046875
2010-01-31 00:00:00Z,285.7257995605469
2010-02-01 00:00:00Z,284.6142883300781
2010-02-02 00:00:00Z,284.5814208984375
2010-02-03 00:00:00Z,285.9339294433594
2010-02-04 00:00:00Z,284.9617919921875
2010-02-05 00:00:00Z,284.4886779785156
2010-02-06 00:00:00Z,282.8196105957031
2010-02-07 00:00:00Z,283.6053466796875
2010-02-08 00:00:00Z,284.3405456542969
2010-02-09 00:00:00Z,282.8990783691406
2010-02-10 00:00:00Z,284.0292053222656
2010-02-11 00:00:00Z,285.5211181640625
2010-02-12 00:00:00Z,287.3133239746094
2010-02-13 00:00:00Z,289.67889404296875
2010-02-14 00:00:00Z,290.23919677734375
2010-02-15 00:00:00Z,291.2684326171875
2010-02-16 00:00:00Z,291.98406982421875
2010-02-17 00:00:00Z,292.5124816894531
2010-02-18 00:00:00Z,290.7344970703125
2010-02-19 00:00:00Z,287.0725402832031
2010-02-20 00:00:00Z,284.8490905761719
2010-02-21 00:00:00Z,283.87725830078125
2010-02-22 00:00:00Z,284.76824951171875
2010-02-23 00:00:00Z,283.79730224609375
2010-02-24 00:00:00Z,285.7565002441406
2010-02-25 00:00:00Z,287.9463806152344
2010-02-26 00:00:00Z,286.9484558105469
2010-02-27 00:00:00Z,285.2776794433594
2010-02-28 00:00:00Z,288.723876953125
2010-03-01 00:00:00Z,288.47198486328125
2010-03-02 00:00:00Z,285.68743896484375
2010-03-03 00:00:00Z,284.4675598144531
2010-03-04 00:00:00Z,284.17498779296875
2010-03-05 00:00:00Z,285.8334655761719
2010-03-06 00:00:00Z,287.2494812011719
2010-03-07 00:00:00Z,286.75225830078125
2010-03-08 00:00:00Z,283.8294372558594
2010-03-09 00:00:00Z,282.26422119140625
2010-03-10 00:00:00Z,283.38653564453125
2010-03-11 00:00:00Z,287.0337829589844
2010-03-12 00:00:00Z,286.6548767089844
2010-03-13 00:00:00Z,285.3035888671875
2010-03-14 00:00:00Z,289.03240966796875
2010-03-15 00:00:00Z,292.9604187011719
2010-03-16 00:00:00Z,294.281005859375
2010-03-17 00:00:00Z,295.2914733886719
2010-03-18 00:00:00Z,294.4726257324219
2010-03-19 00:00:00Z,295.46221923828125
2010-03-20 00:00:00Z,294.19781494140625
2010-03-21 00:00:00Z,292.06146240234375
2010-03-22 00:00:00Z,291.9361877441406
2010-03-23 00:00:00Z,293.1413879394531
2010-03-24 00:00:00Z,292.956787109375
2010-03-25 00:00:00Z,287.32855224609375
2010-03-26 00:00:00Z,288.9795227050781
2010-03-27 00:00:00Z,292.1650695800781
2010-03-28 00:00:00Z,292.9696044921875
2010-03-29 00:00:00Z,291.9034118652344
2010-03-30 00:00:00Z,287.4836120605469
2010-03-31 00:00:00Z,284.4179992675781
2010-04-01 00:00:00Z,285.294921875
2010-04-02 00:00:00Z,285.4916687011719
2010-04-03 00:00:00Z,286.5211181640625
2010-04-04 00:00:00Z,284.86712646484375
2010-04-05 00:00:00Z,284.56622314453125
2010-04-06 00:00:00Z,288.6376953125
2010-04-07 00:00:00Z,293.24908447265625
2010-04-08 00:00:00Z,292.6444091796875
2010-04-09 00:00:00Z,293.38397216796875
2010-04-10 00:00:00Z,289.72125244140625
2010-04-11 00:00:00Z,286.75152587890625
2010-04-12 00:00:00Z,285.0100402832031
2010-04-13 00:00:00Z,287.8376159667969
2010-04-14 00:00:00Z,289.2743225097656
2010-04-15 00:00:00Z,293.2427978515625
2010-04-16 00:00:00Z,293.59454345703125
2010-04-17 00:00:00Z,295.76434326171875
2010-04-18 00:00:00Z,297.5038146972656
2010-04-19 00:00:00Z,294.84808349609375
2010-04-20 00:00:00Z,287.6786193847656
2010-04-21 00:00:00Z,283.50079345703125
2010-04-22 00:00:00Z,286.9910888671875
2010-04-23 00:00:00Z,293.2254333496094
2010-04-24 00:00:00Z,295.1018981933594
2010-04-25 00:00:00Z,297.702392578125
2010-04-26 00:00:00Z,297.3138427734375
2010-04-27 00:00:00Z,291.45025634765625
2010-04-28 00:00:00Z,286.83514404296875
2010-04-29 00:00:00Z,286.1937255859375
2010-04-30 00:00:00Z,290.1360168457031
2010-05-01 00:00:00Z,293.439453125
2010-05-02 00:00:00Z,295.3735046386719
2010-05-03 00:00:00Z,297.3148498535156
2010-05-04 00:00:00Z,296.7407531738281
2010-05-05 00:00:00Z,294.1006774902344
2010-05-06 00:00:00Z,294.0103759765625
2010-05-07 00:00:00Z,296.1161193847656
2010-05-08 00:00:00Z,295.2257385253906
2010-05-09 00:00:00Z,290.4346008300781
2010-05-10 00:00:00Z,288.0325927734375
2010-05-11 00:00:00Z,289.8633728027344
2010-05-12 00:00:00Z,294.791259765625
2010-05-13 00:00:00Z,296.58001708984375
2010-05-14 00:00:00Z,298.0394592285156
2010-05-15 00:00:00Z,299.33172607421875
2010-05-16 00:00:00Z,298.3448791503906
2010-05-17 00:00:00Z,290.89044189453125
2010-05-18 00:00:00Z,292.55743408203125
2010-05-19 00:00:00Z,294.848388671875
2010-05-20 00:00:00Z,295.581787109375
2010-05-21 00:00:00Z,292.2786560058594
2010-05-22 00:00:00Z,288.2912902832031
2010-05-23 00:00:00Z,288.5297546386719
2010-05-24 00:00:00Z,290.4115295410156
2010-05-25 00:00:00Z,291.6959533691406
2010-05-26 00:00:00Z,291.93157958984375
2010-05-27 00:00:00Z,290.0755310058594
2010-05-28 00:00:00Z,291.76104736328125
2010-05-29 00:00:00Z,297.7323303222656
2010-05-30 00:00:00Z,300.6878356933594
2010-05-31 00:00:00Z,298.8653259277344
2010-06-01 00:00:00Z,297.46356201171875
2010-06-02 00:00:00Z,298.42645263671875
2010-06-03 00:00:00Z,298.8748474121094
2010-06-04 00:00:00Z,300.0268249511719
2010-06-05 00:00:00Z,302.8857116699219
2010-06-06 00:00:00Z,303.31475830078125
2010-06-07 00:00:00Z,302.4678649902344
2010-06-08 00:00:00Z,301.6763610839844
2010-06-09 00:00:00Z,298.64813232421875
2010-06-10 00:00:00Z,296.0623779296875
2010-06-11 00:00:00Z,296.9250183105469
2010-06-12 00:00:00Z,299.9795227050781
2010-06-13 00:00:00Z,302.7091369628906
2010-06-14 00:00:00Z,303.3936462402344
2010-06-15 00:00:00Z,301.0927734375
2010-06-16 00:00:00Z,298.4908447265625
2010-06-17 00:00:00Z,300.5208740234375
2010-06-18 00:00:00Z,299.4646301269531
2010-06-19 00:00:00Z,298.0843811035156
2010-06-20 00:00:00Z,299.129638671875
2010-06-21 00:00:00Z,300.60626220703125
2010-06-22 00:00:00Z,302.84954833984375
2010-06-23 00:00:00Z,303.7503967285156
2010-06-24 00:00:00Z,303.1276550292969
2010-06-25 00:00:00Z,302.0940856933594
2010-06-26 00:00:00Z,304.1614685058594
2010-06-27 00:00:00Z,307.56488037109375
2010-06-28 00:00:00Z,307.6680908203125
2010-06-29 00:00:00Z,305.25616455078125
2010-06-30 00:00:00Z,303.6739501953125
2010-07-01 00:00:00Z,302.9573974609375
2010-07-02 00:00:00Z,302.1770324707031
2010-07-03 00:00:00Z,302.5834045410156
2010-07-04 00:00:00Z,304.2178955078125
2010-07-05 00:00:00Z,304.6168212890625
2010-07-06 00:00:00Z,303.53167724609375
2010-07-07 00:00:00Z,304.32586669921875
2010-07-08 00:00:00Z,305.2909851074219
2010-07-09 00:00:00Z,306.696533203125
2010-07-10 00:00:00Z,307.0462341308594
2010-07-11 00:00:00Z,306.2934265136719
2010-07-12 00:00:00Z,305.297119140625
2010-07-13 00:00:00Z,305.0342712402344
2010-07-14 00:00:00Z,307.2598571777344
2010-07-15 00:00:00Z,309.51251220703125
2010-07-16 00:00:00Z,309.1290588378906
2010-07-17 00:00:00Z,308.8934631347656
2010-07-18 00:00:00Z,308.4072265625
2010-07-19 00:00:00Z,307.76171875
2010-07-20 00:00:00Z,306.5271301269531
2010-07-21 00:00:00Z,304.8489990234375
2010-07-22 00:00:00Z,306.0287780761719
2010-07-23 00:00:00Z,306.9538879394531
2010-07-24 00:00:00Z,308.0151672363281
2010-07-25 00:00:00Z,306.8316345214844
2010-07-26 00:00:00Z,304.37078857421875
2010-07-27 00:00:00Z,303.7938232421875
2010-07-28 00:00:00Z,303.8147888183594
2010-07-29 00:00:00Z,305.00732421875
2010-07-30 00:00:00Z,304.93267822265625
2010-07-31 00:00:00Z,304.32012939453125
2010-08-01 00:00:00Z,304.672119140625
2010-08-02 00:00:00Z,305.041748046875
2010-08-03 00:00:00Z,306.0780334472656
