Time,air_temperature[unit:K]_0
1997-01-01 00:00:00Z,289.1679992675781
1997-01-02 00:00:00Z,288.7467041015625
1997-01-03 00:00:00Z,286.1961364746094
1997-01-04 00:00:00Z,283.6043701171875
1997-01-05 00:00:00Z,281.8282470703125
1997-01-06 00:00:00Z,280.4949035644531
1997-01-07 00:00:00Z,283.8121337890625
1997-01-08 00:00:00Z,285.1881103515625
1997-01-09 00:00:00Z,286.74114990234375
1997-01-10 00:00:00Z,286.9135437011719
1997-01-11 00:00:00Z,285.25885009765625
1997-01-12 00:00:00Z,281.00946044921875
1997-01-13 00:00:00Z,278.2706298828125
1997-01-14 00:00:00Z,280.3106689453125
1997-01-15 00:00:00Z,281.0775146484375
1997-01-16 00:00:00Z,283.3171081542969
1997-01-17 00:00:00Z,286.1424865722656
1997-01-18 00:00:00Z,288.63580322265625
1997-01-19 00:00:00Z,287.8645935058594
1997-01-20 00:00:00Z,282.8675842285156
1997-01-21 00:00:00Z,282.5457763671875
1997-01-22 00:00:00Z,282.8030090332031
1997-01-23 00:00:00Z,285.0768737792969
1997-01-24 00:00:00Z,284.8321533203125
1997-01-25 00:00:00Z,285.1495361328125
1997-01-26 00:00:00Z,285.2003173828125
1997-01-27 00:00:00Z,286.2855529785156
1997-01-28 00:00:00Z,287.86065673828125
1997-01-29 00:00:00Z,289.04437255859375
1997-01-30 00:00:00Z,289.57464599609375
1997-01-31 00:00:00Z,289.5158386230469
1997-02-01 00:00:00Z,289.0158996582031
1997-02-02 00:00:00Z,287.45550537109375
1997-02-03 00:00:00Z,287.80450439453125
1997-02-04 00:00:00Z,286.6085205078125
1997-02-05 00:00:00Z,286.23284912109375
1997-02-06 00:00:00Z,286.0732727050781
1997-02-07 00:00:00Z,285.5862121582031
1997-02-08 00:00:00Z,285.0303039550781
1997-02-09 00:00:00Z,286.4161376953125
1997-02-10 00:00:00Z,286.4092102050781
1997-02-11 00:00:00Z,287.809814453125
1997-02-12 00:00:00Z,286.4954528808594
1997-02-13 00:00:00Z,287.37554931640625
1997-02-14 00:00:00Z,290.6750793457031
1997-02-15 00:00:00Z,292.5502624511719
1997-02-16 00:00:00Z,291.95648193359375
1997-02-17 00:00:00Z,287.53271484375
1997-02-18 00:00:00Z,288.38922119140625
1997-02-19 00:00:00Z,289.739990234375
1997-02-20 00:00:00Z,288.2392883300781
1997-02-21 00:00:00Z,287.1466369628906
1997-02-22 00:00:00Z,287.8291015625
1997-02-23 00:00:00Z,285.7706604003906
1997-02-24 00:00:00Z,285.0024108886719
1997-02-25 00:00:00Z,288.2984313964844
1997-02-26 00:00:00Z,287.95849609375
1997-02-27 00:00:00Z,284.06103515625
1997-02-28 00:00:00Z,284.9838562011719
1997-03-01 00:00:00Z,286.98406982421875
1997-03-02 00:00:00Z,286.5969543457031
1997-03-03 00:00:00Z,286.24676513671875
1997-03-04 00:00:00Z,287.2020568847656
1997-03-05 00:00:00Z,289.666748046875
1997-03-06 00:00:00Z,291.5609436035156
1997-03-07 00:00:00Z,292.1947326660156
1997-03-08 00:00:00Z,292.6148376464844
1997-03-09 00:00:00Z,294.95025634765625
1997-03-10 00:00:00Z,297.18634033203125
1997-03-11 00:00:00Z,295.0018005371094
1997-03-12 00:00:00Z,292.38043212890625
1997-03-13 00:00:00Z,292.65380859375
1997-03-14 00:00:00Z,293.8847961425781
1997-03-15 00:00:00Z,293.3357849121094
1997-03-16 00:00:00Z,290.27862548828125
1997-03-17 00:00:00Z,292.8365173339844
1997-03-18 00:00:00Z,296.1781005859375
1997-03-19 00:00:00Z,298.3739318847656
1997-03-20 00:00:00Z,297.3862609863281
1997-03-21 00:00:00Z,297.6631164550781
1997-03-22 00:00:00Z,295.941162109375
1997-03-23 00:00:00Z,293.74822998046875
1997-03-24 00:00:00Z,295.63934326171875
1997-03-25 00:00:00Z,297.2010192871094
1997-03-26 00:00:00Z,296.3684997558594
1997-03-27 00:00:00Z,294.25079345703125
1997-03-28 00:00:00Z,292.5814208984375
1997-03-29 00:00:00Z,294.5396423339844
1997-03-30 00:00:00Z,292.3663330078125
1997-03-31 00:00:00Z,288.3337707519531
1997-04-01 00:00:00Z,286.34942626953125
1997-04-02 00:00:00Z,286.9549865722656
1997-04-03 00:00:00Z,290.4176940917969
1997-04-04 00:00:00Z,290.84661865234375
