"caliFire.idx_fall.","caliMean_ws.idx_fall.","caliMax_ws.idx_fall.","caliPct95_ws.idx_fall.","caliMean_vpd.idx_fall.","caliMax_vpd.idx_fall.","caliPct95_vpd.idx_fall.","caliMean_fm100.idx_fall.","caliMax_fm100.idx_fall.","caliPct95_fm100.idx_fall.","caliMean_fm1000.idx_fall.","caliMax_fm1000.idx_fall.","caliPct95_fm1000.idx_fall.","caliMean_sph.idx_fall.","caliMax_sph.idx_fall.","caliPct95_sph.idx_fall.","caliMean_tmmn.idx_fall.","caliMax_tmmn.idx_fall.","caliPct95_tmmn.idx_fall.","caliMean_tmmx.idx_fall.","caliMax_tmmx.idx_fall.","caliPct95_tmmx.idx_fall."
0,3.08495497703552,6.09999990463257,4.59999990463257,1.5762335062027,3.13000011444092,2.34999990463257,12.1606149673462,19.5,16.7000007629395,10.5038146972656,16.3999996185303,13,0.00513397762551904,0.0086899995803833,0.00747000006958842,279.396728515625,292.5,286.600006103516,299.639831542969,310.100006103516,307.5
0,2.73094463348389,4.40000009536743,3.79999995231628,1.96126818656921,3.79999995231628,2.96000003814697,10.6491794586182,17.3999996185303,14.3999996185303,10.4121170043945,16.2000007629395,12.8999996185303,0.00532057648524642,0.00901000015437603,0.00767000019550323,282.720184326172,297.299987792969,290.700012207031,302.184478759766,312.799987792969,310.100006103516
0,2.97291660308838,5.19999980926514,4.09999990463257,1.99091446399689,3.91000008583069,2.90000009536743,9.54278755187988,15.8000001907349,12.3000001907349,10.304913520813,16.1000003814697,12.8000001907349,0.00566326128318906,0.0102599998936057,0.00822999980300665,284.737030029297,298.899993896484,292,302.111297607422,313.200012207031,309.799987792969
0,3.84102916717529,7,5.40000009536743,2.05180883407593,4.23000001907349,3.15000009536743,8.76090717315674,14.3999996185303,10.8000001907349,10.1830062866211,15.8000001907349,12.6000003814697,0.00617068819701672,0.0108899995684624,0.00905949994921684,285.018280029297,300.100006103516,292.799987792969,302.987976074219,314.899993896484,311.299987792969
0,4.6449704170227,8.69999980926514,7.09999990463257,1.87689065933228,4.38000011444092,3.13000011444092,8.3948278427124,14.5,10.3999996185303,10.0212316513062,15.6000003814697,12.3000001907349,0.00652775168418884,0.0110700000077486,0.00908000022172928,285.728332519531,301.299987792969,294.5,301.60595703125,315,310.700012207031
0,3.67479825019836,7,5.30000019073486,1.54667508602142,3.55999994277954,2.55999994277954,8.65519332885742,15,11.6000003814697,9.83156490325928,15.3000001907349,12.1000003814697,0.00588748371228576,0.0104000000283122,0.00869950000196695,282.946411132812,299,292.600006103516,298.962921142578,312.399993896484,307.600006103516
1,3.27033352851868,8.30000019073486,5.19999980926514,1.69144475460052,3.58999991416931,2.71950006484985,8.59867763519287,15.6999998092651,12.1999998092651,9.75489330291748,15.3999996185303,12.1000003814697,0.00603006640449166,0.00922000035643578,0.00812999997287989,282.322998046875,296.5,290.100006103516,300.786712646484,311.700012207031,309.100006103516
0,2.62566208839417,4.69999980926514,3.70000004768372,2.10706210136414,4.32999992370605,3.3199999332428,8.64968490600586,16,13.1000003814697,9.73266887664795,15.3999996185303,12.1999998092651,0.00671651214361191,0.0104700000956655,0.00906000006943941,284.578094482422,299.299987792969,292.299987792969,304.179412841797,314.200012207031,312.5
0,2.87669086456299,5.19999980926514,4.5,2.31330180168152,4.21000003814697,3.64000010490417,8.29184818267822,15.6000003814697,12.6999998092651,9.67492580413818,15.5,12.1999998092651,0.00655846577137709,0.0134500004351139,0.00910000037401915,286.722351074219,300.600006103516,294.5,304.666381835938,315.200012207031,313.399993896484
0,3.27409625053406,6.09999990463257,4.19999980926514,1.98531520366669,3.48000001907349,2.94000005722046,7.92703342437744,15.3999996185303,11,9.59934520721436,15.6000003814697,12.1000003814697,0.00631603319197893,0.014580000191927,0.0107795000076294,285.469940185547,299.600006103516,293.600006103516,302.495635986328,311.5,309.799987792969
