"caliFire.idx_winter.","caliMean_ws.idx_winter.","caliMax_ws.idx_winter.","caliPct95_ws.idx_winter.","caliMean_vpd.idx_winter.","caliMax_vpd.idx_winter.","caliPct95_vpd.idx_winter.","caliMean_fm100.idx_winter.","caliMax_fm100.idx_winter.","caliPct95_fm100.idx_winter.","caliMean_fm1000.idx_winter.","caliMax_fm1000.idx_winter.","caliPct95_fm1000.idx_winter.","caliMean_sph.idx_winter.","caliMax_sph.idx_winter.","caliPct95_sph.idx_winter.","caliMean_tmmn.idx_winter.","caliMax_tmmn.idx_winter.","caliPct95_tmmn.idx_winter.","caliMean_tmmx.idx_winter.","caliMax_tmmx.idx_winter.","caliPct95_tmmx.idx_winter."
0,3.0981388092041,8.30000019073486,4.90000009536743,0.478905647993088,1.10000002384186,0.77999997138977,20.0040149688721,25,23.3999996185303,28.101692199707,38.7000007629395,34.5,0.0030049744527787,0.00667000003159046,0.00522999977692962,270.391418457031,280.399993896484,277.200012207031,283.413940429688,292.5,289.5
0,3.02624797821045,9.80000019073486,5.30000019073486,0.576958298683167,1.24000000953674,0.910000026226044,17.3616600036621,23.5,21.2000007629395,27.4204120635986,37.5,33.5999984741211,0.00275797815993428,0.00596000021323562,0.00503000011667609,271.384185791016,280.100006103516,277.299987792969,284.484344482422,293.299987792969,290.100006103516
0,2.82195258140564,7.59999990463257,4.80000019073486,0.581669449806213,1.20000004768372,0.959999978542328,15.2266311645508,22.7000007629395,19.7999992370605,26.8491039276123,36.2999992370605,32.7000007629395,0.00320912175811827,0.00688999984413385,0.00539000006392598,272.694244384766,281.5,278.100006103516,285.406829833984,293.5,290.700012207031
0,3.11332631111145,8.69999980926514,5.40000009536743,0.552664637565613,1.25,0.980000019073486,14.7901401519775,22.1000003814697,19.2000007629395,26.4369926452637,35.4000015258789,32,0.00437054317444563,0.00724999979138374,0.00620000017806888,274.826049804688,282.799987792969,280.5,286.86376953125,295.700012207031,293.200012207031
0,2.69150066375732,6.5,4.80000019073486,0.544789791107178,1.19000005722046,0.9200000166893,14.6019859313965,21.7000007629395,19.2999992370605,25.7092838287354,34.2000007629395,30.8999996185303,0.0041397768072784,0.00685000000521541,0.00607000011950731,274.2939453125,283.399993896484,280.299987792969,286.380737304688,294.799987792969,292.399993896484
0,2.13839530944824,4,3.40000009536743,0.570545315742493,1.16999995708466,0.910000026226044,14.1167068481445,21.5,19.2000007629395,24.821310043335,32.7999992370605,29.7999992370605,0.00375688658095896,0.00650000013411045,0.00584000023081899,273.388000488281,282.600006103516,279.494995117188,286.287994384766,294.799987792969,292.299987792969
0,1.84206056594849,5,3.09999990463257,0.486749827861786,1.10000002384186,0.850000023841858,13.9060802459717,21.6000003814697,19.2999992370605,24.050443649292,32,29.1000003814697,0.00369797833263874,0.00645000021904707,0.00572949973866343,272.929870605469,282.799987792969,279.200012207031,284.640899658203,293.700012207031,290.700012207031
0,1.96604371070862,3.5,2.79999995231628,0.441158890724182,1.11000001430511,0.799499988555908,14.0381269454956,21.7000007629395,19.6000003814697,23.4926338195801,31.5,28.6000003814697,0.00353933149017394,0.00615999987348914,0.00563000002875924,272.094757080078,281.700012207031,277.899993896484,283.625885009766,293,289.100006103516
0,2.52626514434814,5,4,0.518267273902893,1.0900000333786,0.889999985694885,14.0619373321533,21.6000003814697,19.8999996185303,23.1285057067871,31,28.2000007629395,0.00315958238206804,0.005729999858886,0.00527000008150935,271.255310058594,280.299987792969,277.200012207031,284.464630126953,293.399993896484,290.100006103516
0,3.0671079158783,7.69999980926514,5.5,0.361484408378601,1.02999997138977,0.790000021457672,14.3287181854248,22,20.2999992370605,22.9622821807861,30.8999996185303,28.1000003814697,0.00352523266337812,0.00607000011950731,0.00547999981790781,270.996520996094,280.200012207031,277.200012207031,282.076599121094,292.600006103516,288.5
0,4.23553562164307,8.80000019073486,6.90000009536743,0.306548982858658,0.740000009536743,0.540000021457672,15.5095825195312,22.3999996185303,20.6000003814697,22.8608283996582,30.2999992370605,27.7950000762939,0.00331203569658101,0.00595000013709068,0.00526000000536442,268.697509765625,278.399993896484,276,280.847412109375,289.899993896484,287
0,2.77047348022461,7,5.30000019073486,0.44001579284668,0.930000007152557,0.740000009536743,14.9595947265625,21.7999992370605,20.5,22.3340702056885,29.7000007629395,27.1000003814697,0.0027735207695514,0.00546000013127923,0.00476999999955297,269.543701171875,279.200012207031,276.595001220703,281.956512451172,290.200012207031,288.200012207031
0,3.29876160621643,6.80000019073486,5.19999980926514,0.316729724407196,0.819999992847443,0.5799999833107,14.9970655441284,21.5,20.5,21.8515071868896,29.1000003814697,26.6000003814697,0.00271463044919074,0.0051699997857213,0.00444999989122152,267.42822265625,278.399993896484,275.200012207031,279.003295898438,290.299987792969,286.5
0,2.95467185974121,10.3000001907349,6,0.237592875957489,0.629999995231628,0.439999997615814,16.1150894165039,23,21.1000003814697,21.636323928833,29.3999996185303,26.3999996185303,0.00266826152801514,0.00472000008448958,0.00413999985903502,265.197692871094,276.600006103516,273.899993896484,277.327423095703,288.600006103516,284.700012207031
0,2.6806013584137,8.10000038146973,4.80000019073486,0.184571504592896,0.639999985694885,0.479999989271164,17.1368255615234,24,21.2999992370605,21.5965003967285,29.7999992370605,26.2999992370605,0.00332522089593112,0.00596999982371926,0.00518999993801117,268.483673095703,279,275.799987792969,277.418273925781,288.899993896484,283.299987792969
0,2.57501673698425,5.80000019073486,4.09999990463257,0.194911375641823,0.620000004768372,0.370000004768372,18.8855304718018,25.5,22.2999992370605,21.9756336212158,30.7999992370605,26.3999996185303,0.00346575654111803,0.00619000010192394,0.00564000010490417,268.008758544922,280.100006103516,276.600006103516,278.532348632812,287.600006103516,285.100006103516
0,2.41797423362732,4.90000009536743,4,0.347025632858276,0.75,0.52999997138977,18.1097621917725,23.2999992370605,21.5,21.8855419158936,30.2999992370605,26.1000003814697,0.00234878528863192,0.00551000004634261,0.00442000012844801,266.070770263672,278.600006103516,274.399993896484,279.355621337891,288,285.299987792969
0,1.7519623041153,4.19999980926514,3.09999990463257,0.402725100517273,0.850000023841858,0.620000004768372,16.1224708557129,22.1000003814697,20.2999992370605,21.538257598877,29.5,25.7000007629394,0.00219019502401352,0.00481999991461635,0.00401999987661839,266.697814941406,276.299987792969,273.899993896484,280.076873779297,288.100006103516,286.100006103516
0,1.81473970413208,3.20000004768372,2.70000004768372,0.404322952032089,0.850000023841858,0.660000026226044,14.9965353012085,21.6000003814697,19.6000003814697,21.1229972839355,29.2999992370605,25.2000007629395,0.00272858538664877,0.00518999993801117,0.00443999981507659,269.453796386719,279.200012207031,276.600006103516,280.944305419922,289.5,287
0,2.38360714912415,5.09999990463257,3.70000004768372,0.38941353559494,0.839999973773956,0.680000007152557,14.6113662719727,22.3999996185303,19.5,20.7089614868164,29.8999996185303,24.7999992370605,0.00264728511683643,0.00487999990582466,0.00419999985024333,267.412445068359,277.899993896484,274.600006103516,281.096984863281,289.399993896484,286.899993896484
0,2.61423063278198,5.59999990463257,4,0.251769244670868,0.759999990463257,0.560000002384186,15.4289808273315,24.2000007629395,20.3999996185303,20.4661388397217,30.3999996185303,24.7000007629395,0.00386213301680982,0.00619000010192394,0.00563000002875924,270.735748291016,280.799987792969,277.700012207031,280.583282470703,288.799987792969,285.700012207031
0,2.95547389984131,5.40000009536743,4.5,0.284162074327469,0.810000002384186,0.519999980926514,16.2331466674805,23.5,20.8999996185303,20.2537937164307,30,24.5,0.00361970765516162,0.00603999989107251,0.00537999998778105,269.466674804688,278.399993896484,275.600006103516,281.264312744141,291.100006103516,286.595001220703
0,3.6517333984375,8.80000019073486,6.69999980926514,0.357175767421722,0.77999997138977,0.589999973773956,16.5311279296875,22.6000003814697,20.8999996185303,20.0179672241211,29.5,24.2999992370605,0.00336530292406678,0.00620000017806888,0.00536949979141355,268.826751708984,279.600006103516,276,282.360778808594,290.399993896484,288.299987792969
0,3.09559416770935,8.30000019073486,5.5,0.44231578707695,1.01999998092651,0.790000021457672,16.2741432189941,22.8999996185303,20.8999996185303,19.9215278625488,29.2000007629395,24.2000007629395,0.00440772250294685,0.00714999996125698,0.00603999989107251,272.224700927734,280.100006103516,277.899993896484,286.030670166016,294.5,292.299987792969
0,2.95627474784851,8.39999961853027,4.59999990463257,0.541277825832367,1.07000005245209,0.860000014305115,15.7722063064575,22.8999996185303,20.6000003814697,19.8068313598633,29,24.1000003814697,0.00406273175030947,0.00702999997884035,0.00633999984711409,273.446075439453,282.100006103516,279.5,286.472625732422,295.799987792969,292.5
0,5.95503568649292,12.5,9.80000019073486,0.427043527364731,0.9200000166893,0.72000002861023,15.2210035324097,22.2999992370605,20.6000003814697,19.5870742797852,28.5,23.8999996185303,0.00298240827396512,0.00573999993503094,0.00481999991461635,270.603637695312,281,278.299987792969,281.628723144531,291.399993896484,288.799987792969
0,4.56600761413574,11.8000001907349,8.69999980926514,0.608309209346771,1.19000005722046,0.930000007152557,13.7243242263794,21.7999992370605,19.3999996185303,19.1385822296143,27.7000007629395,23.3999996185303,0.00280411308631301,0.00555999996140599,0.00455999979749322,270.934173583984,279.600006103516,277.100006103516,285.373687744141,293.899993896484,291.894989013672
