"fire[idx_winter]","pct95_wind[idx_winter]","mean_ws[idx_winter]","max_ws[idx_winter]","pct95_vpd[idx_winter]","mean_vpd[idx_winter]","max_vpd[idx_winter]","pct95_fm100[idx_winter]","mean_fm100[idx_winter]","max_fm100[idx_winter]","pct95_fm1000[idx_winter]","mean_fm1000[idx_winter]","max_fm1000[idx_winter]","pct95_pdsi[idx_winter]","mean_pdsi[idx_winter]","max_pdsi[idx_winter]","pct95_pet[idx_winter]","mean_pet[idx_winter]","max_pet[idx_winter]","pct95_spei90[idx_winter]","mean_spei90[idx_winter]","max_spei90[idx_winter]","pct95_sph[idx_winter]","mean_sph[idx_winter]","max_sph[idx_winter]","pct95_spi90[idx_winter]","mean_spi90[idx_winter]","max_spi90[idx_winter]","pct95_tmmn[idx_winter]","mean_tmmn[idx_winter]","max_tmmn[idx_winter]","pct95_tmmx[idx_winter]","mean_tmmx[idx_winter]","max_tmmx[idx_winter]"
0,4.6000000834465,2.83565163612366,6.60000085830688,0.229999981820583,0.154797057621181,0.340000027790666,20,17.6891720294952,22.1000003814697,27.3000001907349,19.1076862812042,33.9000010490417,NA,NA,NA,1.00000001490116,0.681044459342957,1.50000005960464,NA,NA,NA,0.0031599999061882,0.00200414245199454,0.00347999993266512,NA,NA,NA,2365.39993286133,2358.90319824219,2367.89993286133,2478.39996337891,2473.88000488281,2481.10000610352
0,4.69999998807907,3.35983693599701,7.00000047683716,0.310000008903444,0.21149730309844,0.410000002011657,20.1999998092651,18.2290840148926,22.0000004768372,26.7000007629395,19.1374695301056,33.0999994277954,NA,NA,NA,1.29999995231628,0.912943184375763,1.70000001788139,NA,NA,NA,0.00218000000273833,0.00145664484918484,0.00262000003914409,NA,NA,NA,2362.10006713867,2356.88034057617,2366.69998168945,2477.20001220703,2473.5676574707,2480.80001831055
0,6.39999985694885,4.02063816785812,11.4999997615814,0.430000014603138,0.281553133390844,0.600000005215406,20.0999999046326,17.9857277870178,21.0999989509583,25.9999990463257,19.0214562416077,32.2000002861023,NA,NA,NA,1.80000007152557,1.22549429535866,2.59999990463257,NA,NA,NA,0.00243000002342342,0.00199228491482018,0.00317999990784301,NA,NA,NA,2365,2360.04486083984,2368.99993896484,2481.49993896484,2477.67349243164,2485
0,5,3.6448147892952,9.00000035762787,0.489999959245324,0.308781024068594,0.659999996423721,20.2999997138977,17.6217663288116,21.1999988555908,25.699999332428,18.8645482063293,32.0000004768372,NA,NA,NA,1.80000007152557,1.25846713781357,2.39999994635582,NA,NA,NA,0.00311000007968687,0.00267336055514988,0.00343999992935551,NA,NA,NA,2369.79995727539,2365.91979980469,2373.20007324219,2483.50006103516,2478.96743774414,2488.00003051758
0,4.90000039339066,3.79721432924271,8.10000002384186,0.63999998383224,0.396389281377196,0.8500000461936,20.2999997138977,16.9667589664459,21.4000010490417,25.3999996185303,18.8526892662048,31.6000008583069,5.79500007629395,1.6545706987381,7.21000003814697,2.19999998807907,1.52970835566521,2.80000001192093,208.999991416931,88.3093237876892,208.999991416931,0.00311000007968687,0.00255261376480576,0.00345999993101032,208.999991416931,73.3519613742828,208.999991416931,2371.69998168945,2367.66342163086,2375.50003051758,2485.59997558594,2480.38314819336,2490.20004272461
0,5,3.01288098096848,8.10000002384186,0.59000002220273,0.363889918662608,0.730000017210841,20.2999997138977,16.0819435119629,21.4000010490417,24.9000000953674,18.6627471446991,30.699999332428,NA,NA,NA,1.89999997615814,1.19999870657921,2.5,NA,NA,NA,0.00307000007637726,0.00264077932854434,0.0034700001094734,NA,NA,NA,2371.39999389648,2367.21038818359,2375,2485.29998779297,2479.60266113281,2488.30001831055
0,4.09999996423721,2.79285401105881,7.00000047683716,0.509999971836805,0.340053718537092,0.700000068172812,20.4999995231628,16.1015915870667,21.7000007629395,24.5000004768372,18.5624289512634,30.0999999046326,NA,NA,NA,1.70000001788139,1.19448639452457,2.19999998807907,NA,NA,NA,0.00309000007803206,0.00270874327412685,0.00343000010616379,NA,NA,NA,2370.59997558594,2366.81076049805,2373.80004882812,2484.10003662109,2479.50958251953,2488.80004882812
0,5,3.19412052631378,8.40000033378601,0.59000002220273,0.363878929056227,0.760000012814999,20.1999998092651,15.7667315006256,21.4000010490417,23.9499998092651,18.481947183609,29.300000667572,NA,NA,NA,1.80000007152557,1.29073530435562,2.80000001192093,NA,NA,NA,0.00311999990287859,0.0026230880578737,0.00343999992935551,NA,NA,NA,2370.89996337891,2366.90490722656,2375,2485.39993286133,2480.05386352539,2489.40002441406
0,4.69999998807907,3.05119186639786,6.50000035762787,0.259999977424741,0.17713438719511,0.370000000111759,20.1999998092651,16.9968771934509,21.6000008583069,23.6999988555908,18.446763753891,28.8000011444092,NA,NA,NA,1.09999999403954,0.807689279317856,1.70000001788139,NA,NA,NA,0.00331000009623494,0.00263418549195649,0.00369999995086801,NA,NA,NA,2367.20001220703,2362.85202026367,2369.29992675781,2480.09994506836,2475.64437866211,2483.09997558594
0,5.2999997138977,3.29710364341736,9.90000009536743,0.360000017099082,0.251433160156012,0.510000018402934,20.2999997138977,17.8872406482697,21.800000667572,23.2999992370605,18.4254145622253,28.0999994277954,5.96999979019165,1.75947439670563,7.32999992370605,1.59999996423721,1.04462124407291,2.19999998807907,208.999991416931,80.0992012023926,208.999991416931,0.00276000005072774,0.00202537151494653,0.0031399999045334,208.999991416931,74.7589468955994,208.999991416931,2364.70001220703,2360.42633056641,2367.10006713867,2480.50003051758,2476.88781738281,2483.20007324219
0,5.69999992847443,4.26779597997665,8.10000002384186,0.449999934062362,0.269696209579706,0.600000005215406,20.8999991416931,18.1198978424072,22.9999995231628,23.5999989509583,18.4943425655365,29.1000008583069,NA,NA,NA,1.89999997615814,1.233766451478,2.30000004172325,NA,NA,NA,0.00299000006975803,0.00237323423135649,0.00323000008961571,NA,NA,NA,2368.39996337891,2363.84567260742,2371.30004882812,2483.20007324219,2477.48428344727,2485.70007324219
0,5.10000050067902,3.44141483306885,6.50000035762787,0.259999977424741,0.141343730501831,0.329999998211861,21.1999988555908,18.8800024986267,23.5999989509583,23.8000011444092,18.7188684940338,28.6999988555908,NA,NA,NA,1.09999999403954,0.744913965463638,1.50000005960464,NA,NA,NA,0.00289000006148399,0.0021471276312468,0.00343000010616379,NA,NA,NA,2365.59997558594,2360.64682006836,2368.30001831055,2477.89993286133,2472.52655029297,2479.60006713867
