Time,specific_humidity[unit:kg/kg]
1984-12-31 00:00:00 UTC,2.6436529410034382E-8
1985-01-01 00:00:00 UTC,1.441913966004904E-8
1985-01-02 00:00:00 UTC,1.4084622357302123E-8
1985-01-03 00:00:00 UTC,2.2908354324613356E-8
1985-01-04 00:00:00 UTC,2.3437781493385046E-8
1985-01-05 00:00:00 UTC,1.8699793713494728E-8
1985-01-06 00:00:00 UTC,1.6489529741647857E-8
1985-01-07 00:00:00 UTC,2.002200893969075E-8
1985-01-08 00:00:00 UTC,2.8308722477277115E-8
1985-01-09 00:00:00 UTC,2.189707970501331E-8
1985-01-10 00:00:00 UTC,1.6966039240173814E-8
1985-01-11 00:00:00 UTC,1.6137496672286034E-8
1985-01-12 00:00:00 UTC,1.3518550723290446E-8
1985-01-13 00:00:00 UTC,1.4122428559915079E-8
1985-01-14 00:00:00 UTC,1.4092958799949429E-8
1985-01-15 00:00:00 UTC,1.8735956786031238E-8
1985-01-16 00:00:00 UTC,1.910620639478111E-8
1985-01-17 00:00:00 UTC,2.1637198699409055E-8
1985-01-18 00:00:00 UTC,2.3386032665939638E-8
1985-01-19 00:00:00 UTC,2.270059695774762E-8
1985-01-20 00:00:00 UTC,1.765426560496053E-8
1985-01-21 00:00:00 UTC,1.8876477270168834E-8
1985-01-22 00:00:00 UTC,1.801445037585836E-8
1985-01-23 00:00:00 UTC,1.593809173527916E-8
1985-01-24 00:00:00 UTC,1.8410313273875545E-8
1985-01-25 00:00:00 UTC,2.0787419785506245E-8
1985-01-26 00:00:00 UTC,2.1492988722116024E-8
1985-01-27 00:00:00 UTC,2.4968093370603128E-8
1985-01-28 00:00:00 UTC,2.284646782868549E-8
1985-01-29 00:00:00 UTC,2.071009674864399E-8
1985-01-30 00:00:00 UTC,1.1642510955311991E-8
1985-01-31 00:00:00 UTC,7.0832473220150405E-9
1985-02-01 00:00:00 UTC,5.885351761492075E-9
1985-02-02 00:00:00 UTC,7.330549944839504E-9
1985-02-03 00:00:00 UTC,1.0813029582834588E-8
1985-02-04 00:00:00 UTC,9.581571092098784E-9
1985-02-05 00:00:00 UTC,9.407734147259816E-9
1985-02-06 00:00:00 UTC,1.1343563421917224E-8
1985-02-07 00:00:00 UTC,1.2286649919701631E-8
1985-02-08 00:00:00 UTC,2.0342373119319745E-8
1985-02-09 00:00:00 UTC,2.3516768976605817E-8
1985-02-10 00:00:00 UTC,1.692292528332473E-8
1985-02-11 00:00:00 UTC,1.338922483995475E-8
1985-02-12 00:00:00 UTC,2.2442435465563904E-8
1985-02-13 00:00:00 UTC,2.3681387517626717E-8
1985-02-14 00:00:00 UTC,2.037923607645098E-8
1985-02-15 00:00:00 UTC,2.286598643763682E-8
1985-02-16 00:00:00 UTC,2.2997605597652182E-8
1985-02-17 00:00:00 UTC,2.2559756729378933E-8
1985-02-18 00:00:00 UTC,2.1843311159841505E-8
1985-02-19 00:00:00 UTC,1.916917646838101E-8
1985-02-20 00:00:00 UTC,2.5893870159166E-8
1985-02-21 00:00:00 UTC,2.9705462978313335E-8
1985-02-22 00:00:00 UTC,2.848321756232508E-8
1985-02-23 00:00:00 UTC,2.482275540671708E-8
1985-02-24 00:00:00 UTC,1.9545934648590446E-8
1985-02-25 00:00:00 UTC,2.2644361052925888E-8
1985-02-26 00:00:00 UTC,2.0155097146812295E-8
1985-02-27 00:00:00 UTC,2.1450365039754615E-8
1985-02-28 00:00:00 UTC,2.362154738477784E-8
1985-03-01 00:00:00 UTC,2.5924832058876746E-8
1985-03-02 00:00:00 UTC,2.897165707338445E-8
1985-03-03 00:00:00 UTC,2.316806835267471E-8
1985-03-04 00:00:00 UTC,1.525763870802166E-8
1985-03-05 00:00:00 UTC,1.9672528495107144E-8
1985-03-06 00:00:00 UTC,2.337530879970018E-8
1985-03-07 00:00:00 UTC,2.187937120368133E-8
1985-03-08 00:00:00 UTC,2.441872837266601E-8
1985-03-09 00:00:00 UTC,3.090150357820676E-8
1985-03-10 00:00:00 UTC,4.1290640240276844E-8
1985-03-11 00:00:00 UTC,3.536862180908429E-8
1985-03-12 00:00:00 UTC,3.644710844241672E-8
1985-03-13 00:00:00 UTC,2.433556112180213E-8
1985-03-14 00:00:00 UTC,2.579715996375853E-8
1985-03-15 00:00:00 UTC,2.81048748718149E-8
1985-03-16 00:00:00 UTC,2.8569550281076772E-8
1985-03-17 00:00:00 UTC,2.455037773074764E-8
1985-03-18 00:00:00 UTC,2.566486045907368E-8
