Time,potential_evapotranspiration[unit:mm]
1984-12-26 00:00:00 UTC,0.1483209878206253
1984-12-27 00:00:00 UTC,0.13341060280799866
1984-12-28 00:00:00 UTC,0.23381651937961578
1984-12-29 00:00:00 UTC,0.1066914051771164
1984-12-30 00:00:00 UTC,0.11041158437728882
1984-12-31 00:00:00 UTC,0.0732068121433258
1985-01-01 00:00:00 UTC,0.0602203868329525
1985-01-02 00:00:00 UTC,0.07514345645904541
1985-01-03 00:00:00 UTC,0.08541233092546463
1985-01-04 00:00:00 UTC,0.13019908964633942
1985-01-05 00:00:00 UTC,0.17397771775722504
1985-01-06 00:00:00 UTC,0.16886557638645172
1985-01-07 00:00:00 UTC,0.11375463753938675
1985-01-08 00:00:00 UTC,0.060793306678533554
1985-01-09 00:00:00 UTC,0.048018548637628555
1985-01-10 00:00:00 UTC,0.06931713223457336
1985-01-11 00:00:00 UTC,0.044201456010341644
1985-01-12 00:00:00 UTC,0.06377801299095154
1985-01-13 00:00:00 UTC,0.12024381756782532
1985-01-14 00:00:00 UTC,0.1156715676188469
1985-01-15 00:00:00 UTC,0.12972645461559296
1985-01-16 00:00:00 UTC,0.08623456954956055
1985-01-17 00:00:00 UTC,0.13458487391471863
1985-01-18 00:00:00 UTC,0.14907647669315338
1985-01-19 00:00:00 UTC,0.11453858017921448
1985-01-20 00:00:00 UTC,0.059445589780807495
1985-01-21 00:00:00 UTC,0.05037069320678711
1985-01-22 00:00:00 UTC,0.05692500248551369
1985-01-23 00:00:00 UTC,0.09006796777248383
1985-01-24 00:00:00 UTC,0.10295228660106659
1985-01-25 00:00:00 UTC,0.10803573578596115
1985-01-26 00:00:00 UTC,0.12121400982141495
1985-01-27 00:00:00 UTC,0.07879500091075897
1985-01-28 00:00:00 UTC,0.08813277631998062
1985-01-29 00:00:00 UTC,0.08329329639673233
1985-01-30 00:00:00 UTC,0.07080433517694473
1985-01-31 00:00:00 UTC,0.04496639594435692
1985-02-01 00:00:00 UTC,0.05031631886959076
1985-02-02 00:00:00 UTC,0.06342782080173492
1985-02-03 00:00:00 UTC,0.06887633353471756
1985-02-04 00:00:00 UTC,0.0630347728729248
1985-02-05 00:00:00 UTC,0.08858155459165573
1985-02-06 00:00:00 UTC,0.08803196996450424
1985-02-07 00:00:00 UTC,0.1138821542263031
1985-02-08 00:00:00 UTC,0.15046338737010956
