"fire[idx_fall]","pct95_wind[idx_fall]","mean_ws[idx_fall]","max_ws[idx_fall]","pct95_vpd[idx_fall]","mean_vpd[idx_fall]","max_vpd[idx_fall]","pct95_fm100[idx_fall]","mean_fm100[idx_fall]","max_fm100[idx_fall]","pct95_fm1000[idx_fall]","mean_fm1000[idx_fall]","max_fm1000[idx_fall]","pct95_pdsi[idx_fall]","mean_pdsi[idx_fall]","max_pdsi[idx_fall]","pct95_pet[idx_fall]","mean_pet[idx_fall]","max_pet[idx_fall]","pct95_spei90[idx_fall]","mean_spei90[idx_fall]","max_spei90[idx_fall]","pct95_sph[idx_fall]","mean_sph[idx_fall]","max_sph[idx_fall]","pct95_spi90[idx_fall]","mean_spi90[idx_fall]","max_spi90[idx_fall]","pct95_tmmn[idx_fall]","mean_tmmn[idx_fall]","max_tmmn[idx_fall]","pct95_tmmx[idx_fall]","mean_tmmx[idx_fall]","max_tmmx[idx_fall]"
0,5.2999997138977,3.90488088130951,6.89999997615814,1.999999769032,1.29230748862028,2.21999995410442,17.6999998092651,11.4402639865875,20.1999998092651,22.1000003814697,17.4442183971405,27.0000004768372,7.15000009536743,1.67450666427612,9.44999980926514,5.89999973773956,4.92358028888702,6.700000166893,208.999991416931,86.746746301651,208.999991416931,0.00878999983910944,0.00729914262365128,0.0100800001234802,208.999991416931,72.3297238349915,208.999991416931,2388.50006103516,2383.05725097656,2390.39993286133,2505,2498.36898803711,2506.60003662109
0,3.80000025033951,2.91607826948166,4.39999997615814,1.20999999344349,0.895168632268906,1.3399999588728,15.900000333786,12.2540140151978,18.6000001430512,21.7000007629395,17.2058355808258,26.3000011444092,NA,NA,NA,4.79999989271164,4.07839775085449,5.09999990463257,NA,NA,NA,0.00926999987882482,0.00689256722807841,0.0100400001201706,NA,NA,NA,2386.30004882812,2379.17144775391,2388.80004882812,2499.10003662109,2495.30364990234,2500.29998779297
0,3.89999985694885,2.66489326953888,4.90000039339066,1.63000002503395,1.1050465516746,1.77999995648861,14.2999994754791,12.0937275886536,17.0000004768372,21.1999988555908,16.9405472278595,25.9999990463257,NA,NA,NA,5.09999990463257,4.26384091377258,5.60000002384186,NA,NA,NA,0.00809000013646255,0.00594460942693331,0.00850999981594214,NA,NA,NA,2382.79998779297,2378.66836547852,2384.49996948242,2501.60003662109,2496.70944213867,2502.70004272461
0,3.80000025033951,2.68948554992676,4.39999997615814,1.73000004142523,1.30841769278049,1.97000000625849,12.8999996185303,11.0431313514709,15,20.699999332428,16.5441417694092,25.1999998092651,NA,NA,NA,5.19999980926514,4.62107390165329,5.799999833107,NA,NA,NA,0.00722999971003446,0.00549907746005829,0.00757000009343756,NA,NA,NA,2384.29992675781,2379.48226928711,2385.89996337891,2502.70004272461,2498.04336547852,2503.99993896484
0,5,3.36501330137253,6.30000054836273,2.3199999704957,1.7000786960125,2.54999995231628,11.4999997615814,10.0428593158722,13.3000004291534,20.0999999046326,16.1025452613831,24.5000004768372,NA,NA,NA,6.29999995231628,5.41230142116547,7.40000009536743,NA,NA,NA,0.0065099996504614,0.0053181629766641,0.00686999968024793,NA,NA,NA,2386.00006103516,2380.5549621582,2387.40005493164,2506.39999389648,2500.87707519531,2507.29995727539
0,8.34999978542328,5.95663845539093,9.90000009536743,2.72999983280897,1.81323494762182,2.95000020414591,10.8000004291534,9.0757030248642,13.0999994277954,19.8000001907349,15.8667171001434,24.1000008583069,7.23000001907349,1.72882950305939,9.60000038146973,8.19999992847443,6.74317479133606,9.30000007152557,208.999991416931,81.0896039009094,208.999991416931,0.00562999993292124,0.00514786897554131,0.00686000021232758,208.999991416931,73.5951840877533,208.999991416931,2386.99996948242,2382.9850769043,2387.79998779297,2507.5,2500.60165405273,2508.60000610352
0,10,6.60565733909607,12.8999996185303,2.280000038445,1.33852623403072,2.56999991834164,11.599999666214,8.3218789100647,15.5999994277954,19.1999995708466,15.4306542873383,23.4999990463257,NA,NA,NA,7.2000002861023,5.66998600959778,8.79999995231628,NA,NA,NA,0.00544000009483625,0.00488681983767947,0.0061000001494449,NA,NA,NA,2386.30004882812,2380.95062255859,2387.89993286133,2504.49996948242,2495.99090576172,2506.10000610352
0,7.60000050067902,4.13600534200668,11.2000000476837,1.49999996647239,1.05952806770802,1.68999992311001,12.3000001907349,8.73476564884186,15.900000333786,18.7000000476837,15.0477063655853,22.7999997138977,NA,NA,NA,5.2999997138977,4.47918236255646,6.10000014305115,NA,NA,NA,0.00639999981899564,0.00480446580297667,0.00685000003386449,NA,NA,NA,2383.00003051758,2376.70806884766,2385.50003051758,2499.90005493164,2495.15975952148,2500.89996337891
0,7.40000009536743,4.20989692211151,10.200001001358,1.98999997228384,1.38860736042261,2.19999998807907,11.599999666214,8.40385854244232,15.4999995231628,18.2000005245209,14.6645414829254,22.4000000953674,NA,NA,NA,5.69999992847443,5.13079106807709,6.89999997615814,NA,NA,NA,0.00594999995939816,0.0052429431462997,0.00643999982230525,NA,NA,NA,2384.29992675781,2379.94720458984,2386.69998168945,2503.20007324219,2498.15551757812,2504.49996948242
0,5.90000033378601,4.03740227222443,7.09999978542328,2.45999991893768,1.67531184852123,2.72000022232533,11.0000002384186,8.0158668756485,13.8999998569489,17.7999997138977,14.2397880554199,21.6000008583069,NA,NA,NA,6.29999995231628,5.53211212158203,6.80000007152557,NA,NA,NA,0.00590000013289682,0.00514688771602323,0.00642000017592181,NA,NA,NA,2385.89996337891,2381.47537231445,2388.39996337891,2505.89996337891,2500.31768798828,2507.29995727539
